Packsize Number,"ID",Name,length,width,height,Volume,Cost,Max Weight
621,25.0012.0005.50,250012000550(O),25.00,12.00,5.50,6.9931,$16.38,30.00
622,25.0010.5004.00,250010500400(O),25.00,10.50,4.00,5.6181,$10.50,30.00
623,25.0011.0005.00,250011000500(O),25.00,11.00,5.00,6.3194,$13.68,30.00
624,25.0010.5004.50,250010500450(O),25.00,10.50,4.50,5.8646,$11.79,30.00
625,25.0013.0011.50,250013001150(N),25.00,13.00,11.50,10.5833,$36.73,30.00
626,25.0012.0007.00,250012000700(L),25.00,12.00,7.00,7.7639,$20.77,30.00
627,25.0011.0004.00,250011000400(O),25.00,11.00,4.00,5.8194,$11.00,30.00
628,25.0011.5007.00,250011500700(L),25.00,11.50,7.00,7.5417,$19.91,30.00
629,25.0011.0004.50,250011000450(O),25.00,11.00,4.50,6.0694,$12.34,30.00
630,25.0013.5006.00,250013500600(L),25.00,13.50,6.00,7.8958,$20.05,30.00
631,25.0011.5005.50,250011500550(O),25.00,11.50,5.50,6.7813,$15.70,30.00
632,25.0011.5006.50,250011500650(L),25.00,11.50,6.50,7.2882,$18.51,30.00
633,25.0011.0007.00,250011000700(L),25.00,11.00,7.00,7.3194,$19.05,30.00
634,25.0014.5004.50,250014500450(O),25.00,14.50,4.50,7.5035,$16.23,30.00
635,25.0017.5011.50,250017501150(N),25.00,17.50,11.50,12.8646,$49.35,30.00
636,25.0014.5008.00,250014500800(R),25.00,14.50,8.00,9.4236,$28.59,30.00
637,25.0013.0004.00,250013000400(O),25.00,13.00,4.00,6.6250,$12.98,30.00
638,25.0013.5006.50,250013500650(L),25.00,13.50,6.50,8.1632,$21.70,30.00
639,25.0012.0008.00,250012000800(L),25.00,12.00,8.00,8.2778,$23.69,30.00
640,25.0015.0011.50,250015001150(N),25.00,15.00,11.50,11.5972,$42.34,30.00
641,25.0013.5011.50,250013501150(N),25.00,13.50,11.50,10.8368,$38.14,30.00
642,25.0010.5005.50,250010500550(O),25.00,10.50,5.50,6.3576,$14.35,30.00
643,25.0011.5004.50,250011500450(O),25.00,11.50,4.50,6.2743,$12.90,30.00
644,25.0013.0006.50,250013000650(L),25.00,13.00,6.50,7.9444,$20.90,30.00
645,25.0013.0011.00,250013001100(M),25.00,13.00,11.00,10.3194,$35.15,30.00
646,25.0011.5004.00,250011500400(O),25.00,11.50,4.00,6.0208,$11.50,30.00
647,25.0012.5004.50,250012500450(O),25.00,12.50,4.50,6.6840,$14.01,30.00
648,25.0013.0010.50,250013001050(M),25.00,13.00,10.50,10.0556,$33.57,30.00
649,25.0012.5006.00,250012500600(L),25.00,12.50,6.00,7.4653,$18.58,30.00
650,25.0013.0005.00,250013000500(O),25.00,13.00,5.00,7.1528,$16.15,30.00
651,25.0012.0009.00,250012000900(Q),25.00,12.00,9.00,8.7917,$26.62,30.00
652,25.0013.0007.50,250013000750(L),25.00,13.00,7.50,8.4722,$24.07,30.00
653,25.0020.0005.50,250020000550(N),25.00,20.00,5.50,10.3819,$27.21,30.00
654,25.0013.0010.00,250013001000(R),25.00,13.00,10.00,9.7917,$31.98,30.00
655,26.0007.5006.00,260007500600(L),26.00,7.50,6.00,5.5000,$11.65,30.00
656,26.0009.5004.00,260009500400(O),26.00,9.50,4.00,5.4028,$9.89,30.00
657,26.0009.5004.50,260009500450(O),26.00,9.50,4.50,5.6493,$11.10,30.00
658,26.0011.0008.00,260011000800(L),26.00,11.00,8.00,8.0833,$22.60,30.00
659,26.0011.5004.00,260011500400(O),26.00,11.50,4.00,6.2361,$11.95,30.00
660,26.0011.5004.50,260011500450(O),26.00,11.50,4.50,6.4965,$13.41,30.00
661,26.0011.5005.00,260011500500(O),26.00,11.50,5.00,6.7569,$14.87,30.00
662,26.0011.5005.50,260011500550(O),26.00,11.50,5.50,7.0174,$16.33,30.00
663,26.0011.5006.50,260011500650(L),26.00,11.50,6.50,7.5382,$19.24,30.00
664,26.0011.5008.00,260011500800(L),26.00,11.50,8.00,8.3194,$23.62,30.00
665,26.0011.5008.50,260011500850(L),26.00,11.50,8.50,8.5799,$25.08,30.00
666,26.0011.5010.00,260011501000(Q),26.00,11.50,10.00,9.3611,$29.45,30.00
667,26.0012.0004.00,260012000400(O),26.00,12.00,4.00,6.4444,$12.47,30.00
668,26.0012.0004.50,260012000450(O),26.00,12.00,4.50,6.7083,$13.99,30.00
669,26.0012.0005.00,260012000500(O),26.00,12.00,5.00,6.9722,$15.51,30.00
670,26.0012.0006.00,260012000600(L),26.00,12.00,6.00,7.5000,$18.55,30.00
671,26.0012.0006.50,260012000650(L),26.00,12.00,6.50,7.7639,$20.07,30.00
672,26.0012.0008.00,260012000800(L),26.00,12.00,8.00,8.5556,$24.64,30.00
673,26.0012.0008.50,260012000850(L),26.00,12.00,8.50,8.8194,$26.16,30.00
674,26.0015.0013.50,260015001350(S),26.00,15.00,13.50,13.1042,$51.62,30.00
675,26.0015.0004.00,260015000400(R),26.00,15.00,4.00,7.6944,$15.56,30.00
676,26.0013.5011.50,260013501150(N),26.00,13.50,11.50,11.1840,$39.65,30.00
677,26.0014.5005.50,260014500550(O),26.00,14.50,5.50,8.3299,$20.55,30.00
678,26.0013.5005.00,260013500500(O),26.00,13.50,5.00,7.6181,$17.43,30.00
679,26.0014.0011.50,260014001150(N),26.00,14.00,11.50,11.4444,$41.11,30.00
680,26.0012.5004.50,260012500450(O),26.00,12.50,4.50,6.9201,$14.57,30.00
681,26.0013.5009.50,260013500950(R),26.00,13.50,9.50,10.0868,$32.82,30.00
682,26.0013.5005.50,260013500550(O),26.00,13.50,5.50,7.8924,$19.14,30.00
683,26.0012.0010.50,260012001050(Q),26.00,12.00,10.50,9.8750,$32.24,30.00
684,26.0018.0012.00,260018001200(N),26.00,18.00,12.00,13.8333,$55.05,30.00
685,26.0013.5004.50,260013500450(O),26.00,13.50,4.50,7.3438,$15.72,30.00
686,26.0014.5006.50,260014500650(R),26.00,14.50,6.50,8.8924,$24.22,30.00
687,26.0012.5005.50,260012500550(O),26.00,12.50,5.50,7.4549,$17.74,30.00
688,26.0013.5006.00,260013500600(L),26.00,13.50,6.00,8.1667,$20.85,30.00
689,26.0017.5012.00,260017501200(N),26.00,17.50,12.00,13.5694,$53.53,30.00
690,26.0013.5008.00,260013500800(L),26.00,13.50,8.00,9.2639,$27.69,30.00
691,26.0012.5004.00,260012500400(O),26.00,12.50,4.00,6.6528,$12.98,30.00
692,26.0015.0008.00,260015000800(R),26.00,15.00,8.00,9.9722,$30.74,30.00
693,26.0019.5011.50,260019501150(N),26.00,19.50,11.50,14.3090,$57.15,30.00
694,26.0014.5004.00,260014500400(O),26.00,14.50,4.00,7.4861,$15.05,30.00
695,26.0016.0004.00,260016000400(M),26.00,16.00,4.00,8.1111,$16.59,30.00
696,26.0017.0011.50,260017001150(N),26.00,17.00,11.50,13.0069,$49.86,30.00
697,26.0015.0011.50,260015001150(N),26.00,15.00,11.50,11.9653,$44.03,30.00
698,26.0017.0013.50,260017001350(S),26.00,17.00,13.50,14.2014,$58.46,30.00
699,26.0014.0008.50,260014000850(L),26.00,14.00,8.50,9.7778,$30.48,30.00
700,26.0014.0014.00,260014001400(T),26.00,14.00,14.00,12.8333,$49.97,30.00
701,26.0013.5006.50,260013500650(L),26.00,13.50,6.50,8.4410,$22.56,30.00
702,26.0012.5006.50,260012500650(L),26.00,12.50,6.50,7.9896,$20.90,30.00
703,26.0020.0011.50,260020001150(N),26.00,20.00,11.50,14.5694,$58.61,30.00
704,26.0016.0011.50,260016001150(N),26.00,16.00,11.50,12.4861,$46.94,30.00
705,26.0013.0011.50,260013001150(N),26.00,13.00,11.50,10.9236,$38.20,30.00
706,26.0012.5005.00,260012500500(O),26.00,12.50,5.00,7.1875,$16.15,30.00
707,26.0015.0011.00,260015001100(M),26.00,15.00,11.00,11.6806,$42.13,30.00
708,26.0013.0004.00,260013000400(O),26.00,13.00,4.00,6.8611,$13.50,30.00
709,26.0017.0006.00,260017000600(N),26.00,17.00,6.00,9.7222,$26.22,30.00
710,26.0014.0007.50,260014000750(L),26.00,14.00,7.50,9.2222,$26.94,30.00
711,26.0018.5014.50,260018501450(T),26.00,18.50,14.50,15.6424,$68.26,30.00
712,26.0019.0014.00,260019001400(T),26.00,19.00,14.00,15.6111,$67.69,30.00
713,26.0019.0011.50,260019001150(N),26.00,19.00,11.50,14.0486,$55.69,30.00
714,26.0014.5013.00,260014501300(S),26.00,14.50,13.00,12.5486,$48.08,30.00
715,27.0015.0009.50,270015000950(R),27.00,15.00,9.50,11.1667,$37.83,30.00
716,27.0013.5006.00,270013500600(R),27.00,13.50,6.00,8.4375,$21.65,30.00
717,27.0011.5009.00,270011500900(Q),27.00,11.50,9.00,9.1250,$27.55,30.00
718,27.0015.0010.50,270015001050(M),27.00,15.00,10.50,11.7500,$41.77,30.00
719,27.0014.0006.00,270014000600(R),27.00,14.00,6.00,8.6667,$22.45,30.00
720,27.0017.0014.00,270017001400(T),27.00,17.00,14.00,14.9306,$62.93,30.00
721,27.0015.5005.00,270015500500(M),27.00,15.50,5.00,8.7639,$20.76,30.00
722,27.0013.5005.00,270013500500(O),27.00,13.50,5.00,7.8750,$18.10,30.00
723,27.0015.5012.50,270015501250(P),27.00,15.50,12.50,13.1910,$51.30,30.00
724,27.0012.5006.50,270012500650(R),27.00,12.50,6.50,8.2535,$21.70,30.00
725,27.0011.5005.50,270011500550(O),27.00,11.50,5.50,7.2535,$16.95,30.00
726,27.0012.0006.00,270012000600(Q),27.00,12.00,6.00,7.7500,$19.26,30.00
727,27.0011.5007.00,270011500700(Q),27.00,11.50,7.00,8.0556,$21.49,30.00
728,27.0018.0005.00,270018000500(N),27.00,18.00,5.00,9.8750,$24.09,30.00
729,27.0017.0011.50,270017001150(N),27.00,17.00,11.50,13.4028,$51.77,30.00
730,27.0017.5011.50,270017501150(N),27.00,17.50,11.50,13.6701,$53.28,30.00
731,27.0012.5008.00,270012500800(R),27.00,12.50,8.00,9.0764,$26.64,30.00
732,27.0013.0011.50,270013001150(N),27.00,13.00,11.50,11.2639,$39.66,30.00
733,27.0010.5008.50,270010500850(Q),27.00,10.50,8.50,8.3646,$23.79,30.00
734,27.0012.5004.00,270012500400(O),27.00,12.50,4.00,6.8819,$13.48,30.00
735,27.0008.0005.00,270008000500(O),27.00,8.00,5.00,5.4306,$10.78,30.00
736,27.0015.0012.00,270015001200(N),27.00,15.00,12.00,12.6250,$47.69,30.00
737,27.0018.0013.50,270018001350(S),27.00,18.00,13.50,15.1875,$64.25,30.00
738,27.0015.5011.50,270015501150(N),27.00,15.50,11.50,12.6007,$47.23,30.00
739,27.0015.0008.00,270015000800(R),27.00,15.00,8.00,10.2917,$31.92,30.00
740,27.0011.5004.00,270011500400(O),27.00,11.50,4.00,6.4514,$12.41,30.00
741,27.0012.0008.00,270012000800(Q),27.00,12.00,8.00,8.8333,$25.58,30.00
742,27.0015.0005.50,270015000550(R),27.00,15.00,5.50,8.8333,$22.07,30.00
743,27.0010.5004.00,270010500400(O),27.00,10.50,4.00,6.0208,$11.34,30.00
744,27.0012.0004.00,270012000400(O),27.00,12.00,4.00,6.6667,$12.95,30.00
745,27.0019.0011.00,270019001100(N),27.00,19.00,11.00,14.1528,$55.33,30.00
746,27.0020.0012.00,270020001200(N),27.00,20.00,12.00,15.3333,$63.48,30.00
747,27.0011.5008.00,270011500800(Q),27.00,11.50,8.00,8.5903,$24.52,30.00
748,27.0015.5014.50,270015501450(T),27.00,15.50,14.50,14.3715,$59.44,30.00
749,27.0012.5008.50,270012500850(R),27.00,12.50,8.50,9.3507,$28.28,30.00
750,27.0011.5004.50,270011500450(O),27.00,11.50,4.50,6.7188,$13.93,30.00
751,27.0012.5006.00,270012500600(R),27.00,12.50,6.00,7.9792,$20.06,30.00
752,27.0017.5013.00,270017501300(S),27.00,17.50,13.00,14.5972,$60.17,30.00
753,27.0009.0009.00,270009000900(Q),27.00,9.00,9.00,7.8750,$21.61,30.00
754,27.0009.0004.50,270009000450(O),27.00,9.00,4.50,5.6250,$10.92,30.00
755,27.0018.0014.50,270018001450(T),27.00,18.00,14.50,15.8125,$68.97,30.00
756,27.0019.0013.00,270019001300(S),27.00,19.00,13.00,15.4306,$65.30,30.00
757,27.0016.0011.00,270016001100(M),27.00,16.00,11.00,12.5694,$46.64,30.00
758,28.0016.5011.50,280016501150(N),28.00,16.50,11.50,13.5243,$52.11,30.00
759,28.0016.5012.00,280016501200(N),28.00,16.50,12.00,13.8333,$54.36,30.00
760,28.0016.5014.00,280016501400(T),28.00,16.50,14.00,15.0694,$63.34,30.00
761,28.0017.0013.50,280017001350(S),28.00,17.00,13.50,15.0486,$62.94,30.00
762,28.0018.0010.00,280018001000(N),28.00,18.00,10.00,13.3889,$49.47,30.00
763,28.0010.0010.00,280010001000(Q),28.00,10.00,10.00,9.1667,$27.61,30.00
764,28.0010.5008.00,280010500800(Q),28.00,10.50,8.00,8.3611,$23.24,30.00
765,28.0019.5012.50,280019501250(P),28.00,19.50,12.50,15.8299,$66.83,30.00
766,28.0019.5010.00,280019501000(N),28.00,19.50,10.00,14.1806,$53.57,30.00
767,28.0010.5007.50,280010500750(Q),28.00,10.50,7.50,8.0938,$21.80,30.00
768,28.0011.5006.00,280011500600(Q),28.00,11.50,6.00,7.7639,$19.15,30.00
769,28.0019.5011.50,280019501150(N),28.00,19.50,11.50,15.1701,$61.53,30.00
770,28.0012.5008.00,280012500800(R),28.00,12.50,8.00,9.3611,$27.62,30.00
771,28.0015.5012.00,280015501200(N),28.00,15.50,12.00,13.2778,$51.08,30.00
772,28.0019.5007.50,280019500750(N),28.00,19.50,7.50,12.5313,$40.31,30.00
773,28.0013.5006.00,280013500600(R),28.00,13.50,6.00,8.7083,$22.45,30.00
774,28.0015.0011.50,280015001150(N),28.00,15.00,11.50,12.7014,$47.40,30.00
775,28.0013.5011.50,280013501150(N),28.00,13.50,11.50,11.8785,$42.69,30.00
776,28.0015.0004.00,280015000400(R),28.00,15.00,4.00,8.2222,$16.75,30.00
777,28.0012.5006.50,280012500650(R),28.00,12.50,6.50,8.5174,$22.50,30.00
778,28.0019.5009.50,280019500950(N),28.00,19.50,9.50,13.8507,$50.92,30.00
779,28.0016.0012.00,280016001200(N),28.00,16.00,12.00,13.5556,$52.72,30.00
780,28.0014.5012.00,280014501200(N),28.00,14.50,12.00,12.7222,$47.81,30.00
781,28.0014.5006.00,280014500600(R),28.00,14.50,6.00,9.1806,$24.10,30.00
782,28.0012.5007.50,280012500750(R),28.00,12.50,7.50,9.0799,$25.91,30.00
783,28.0014.0012.50,280014001250(P),28.00,14.00,12.50,12.7361,$48.08,30.00
784,28.0019.0010.00,280019001000(N),28.00,19.00,10.00,13.9167,$52.21,30.00
785,28.0017.0014.00,280017001400(T),28.00,17.00,14.00,15.3611,$65.25,30.00
786,28.0011.5004.50,280011500450(O),28.00,11.50,4.50,6.9410,$14.44,30.00
787,28.0011.5008.00,280011500800(Q),28.00,11.50,8.00,8.8611,$25.43,30.00
788,28.0016.0011.50,280016001150(N),28.00,16.00,11.50,13.2500,$50.54,30.00
789,28.0014.5009.00,280014500900(R),28.00,14.50,9.00,10.9514,$35.95,30.00
790,28.0012.5011.00,280012501100(N),28.00,12.50,11.00,11.0486,$37.85,30.00
791,28.0012.5006.00,280012500600(R),28.00,12.50,6.00,8.2361,$20.80,30.00
792,28.0011.5005.00,280011500500(O),28.00,11.50,5.00,7.2153,$16.01,30.00
793,28.0020.0012.00,280020001200(N),28.00,20.00,12.00,15.7778,$65.82,30.00
794,28.0020.0014.00,280020001400(T),28.00,20.00,14.00,17.1111,$76.70,30.00
795,28.0018.5012.50,280018501250(P),28.00,18.50,12.50,15.2674,$63.42,30.00
796,28.0012.5012.50,280012501250(P),28.00,12.50,12.50,11.8924,$42.96,30.00
797,28.0018.5013.50,280018501350(S),28.00,18.50,13.50,15.9132,$68.46,30.00
798,28.0020.0013.00,280020001300(T),28.00,20.00,13.00,16.4444,$71.26,30.00
799,28.0019.5012.00,280019501200(N),28.00,19.50,12.00,15.5000,$64.18,30.00
800,28.0020.0011.00,280020001100(N),28.00,20.00,11.00,15.1111,$60.38,30.00
801,28.0016.0014.00,280016001400(T),28.00,16.00,14.00,14.7778,$61.43,30.00
802,29.0011.5004.00,290011500400(O),29.00,11.50,4.00,6.8819,$13.33,30.00
803,29.0012.5004.00,290012500400(O),29.00,12.50,4.00,7.3403,$14.48,30.00
804,29.0012.5005.00,290012500500(O),29.00,12.50,5.00,7.9167,$18.01,30.00
805,29.0013.5005.50,290013500550(O),29.00,13.50,5.50,8.6840,$21.34,30.00
806,29.0014.5009.00,290014500900(R),29.00,14.50,9.00,11.2778,$37.23,30.00
807,29.0016.0014.50,290016001450(T),29.00,16.00,14.50,15.5069,$65.88,30.00
808,29.0020.0011.00,290020001100(P),29.00,20.00,11.00,15.5417,$62.53,30.00
809,29.0017.0012.00,290017001200(P),29.00,17.00,12.00,14.5139,$57.99,30.00
810,29.0012.5011.00,290012501100(P),29.00,12.50,11.00,11.3750,$39.20,30.00
811,29.0011.5005.50,290011500550(O),29.00,11.50,5.50,7.7257,$18.20,30.00
812,29.0013.0011.00,290013001100(P),29.00,13.00,11.00,11.6528,$40.75,30.00
813,29.0019.5013.50,290019501350(S),29.00,19.50,13.50,16.9479,$74.70,30.00
814,29.0014.5004.00,290014500400(O),29.00,14.50,4.00,8.2569,$16.78,30.00
815,29.0019.5012.00,290019501200(P),29.00,19.50,12.00,15.9375,$66.46,30.00
816,29.0011.5004.50,290011500450(O),29.00,11.50,4.50,7.1632,$14.95,30.00
817,29.0011.5006.00,290011500600(Q),29.00,11.50,6.00,8.0069,$19.83,30.00
818,29.0012.0006.50,290012000650(Q),29.00,12.00,6.50,8.5347,$22.38,30.00
819,29.0015.5012.50,290015501250(P),29.00,15.50,12.50,13.9688,$55.09,30.00
820,29.0011.5005.00,290011500500(O),29.00,11.50,5.00,7.4444,$16.58,30.00
821,29.0013.5011.50,290013501150(P),29.00,13.50,11.50,12.2257,$44.21,30.00
822,29.0018.5005.00,290018500500(P),29.00,18.50,5.00,10.7500,$26.58,30.00
823,29.0018.5009.50,290018500950(P),29.00,18.50,9.50,13.7188,$50.04,30.00
824,29.0013.5008.00,290013500800(R),29.00,13.50,8.00,10.1597,$30.87,30.00
825,29.0020.0005.50,290020000550(P),29.00,20.00,5.50,11.7986,$31.55,30.00
826,29.0015.0011.00,290015001100(P),29.00,15.00,11.00,12.7639,$46.97,30.00
827,29.0018.0013.50,290018001350(S),29.00,18.00,13.50,16.0625,$68.99,30.00
828,29.0015.0011.50,290015001150(P),29.00,15.00,11.50,13.0694,$49.09,30.00
829,29.0016.0013.50,290016001350(S),29.00,16.00,13.50,14.8819,$61.36,30.00
830,29.0014.5010.50,290014501050(P),29.00,14.50,10.50,12.1840,$43.37,30.00
831,29.0013.0010.00,290013001000(R),29.00,13.00,10.00,11.0694,$37.08,30.00
832,29.0013.0010.50,290013001050(P),29.00,13.00,10.50,11.3611,$38.92,30.00
833,29.0013.0004.50,290013000450(O),29.00,13.00,4.50,7.8611,$16.89,30.00
834,29.0015.5013.50,290015501350(S),29.00,15.50,13.50,14.5868,$59.46,30.00
835,29.0014.5007.00,290014500700(R),29.00,14.50,7.00,10.0694,$29.05,30.00
836,29.0014.5005.50,290014500550(O),29.00,14.50,5.50,9.1632,$22.91,30.00
837,29.0014.5004.50,290014500450(O),29.00,14.50,4.50,8.5590,$18.82,30.00
838,29.0016.0014.00,290016001400(T),29.00,16.00,14.00,15.1944,$63.62,30.00
839,29.0019.0013.50,290019001350(S),29.00,19.00,13.50,16.6528,$72.80,30.00
840,29.0020.0012.50,290020001250(P),29.00,20.00,12.50,16.5625,$70.98,30.00
841,29.0016.5013.50,290016501350(S),29.00,16.50,13.50,15.1771,$63.27,30.00
842,29.0019.5012.50,290019501250(P),29.00,19.50,12.50,16.2743,$69.21,30.00
843,29.0018.0014.50,290018001450(T),29.00,18.00,14.50,16.7153,$74.06,30.00
844,30.0010.0004.50,300010000450(Q),30.00,10.00,4.50,6.6667,$13.47,30.00
845,30.0010.0009.00,300010000900(Q),30.00,10.00,9.00,9.1667,$26.64,30.00
846,30.0011.5004.50,300011500450(Q),30.00,11.50,4.50,7.3854,$15.47,30.00
847,30.0011.5006.00,300011500600(Q),30.00,11.50,6.00,8.2500,$20.51,30.00
848,30.0011.5007.00,300011500700(Q),30.00,11.50,7.00,8.8264,$23.87,30.00
849,30.0011.5007.50,300011500750(Q),30.00,11.50,7.50,9.1146,$25.56,30.00
850,30.0011.5009.50,300011500950(Q),30.00,11.50,9.50,10.2674,$32.28,30.00
851,30.0012.0007.00,300012000700(Q),30.00,12.00,7.00,9.0833,$24.90,30.00
852,30.0012.0007.50,300012000750(Q),30.00,12.00,7.50,9.3750,$26.66,30.00
853,30.0012.5005.00,300012500500(R),30.00,12.50,5.00,8.1597,$18.63,30.00
854,30.0012.5005.50,300012500550(R),30.00,12.50,5.50,8.4549,$20.45,30.00
855,30.0012.5008.00,300012500800(R),30.00,12.50,8.00,9.9306,$29.59,30.00
856,30.0012.5010.00,300012501000(R),30.00,12.50,10.00,11.1111,$36.89,30.00
857,30.0013.0004.00,300013000400(R),30.00,13.00,4.00,7.8056,$15.57,30.00
858,30.0013.0005.50,300013000550(R),30.00,13.00,5.50,8.7014,$21.27,30.00
859,30.0013.0010.00,300013001000(R),30.00,13.00,10.00,11.3889,$38.35,30.00
860,30.0013.0011.00,300013001100(S),30.00,13.00,11.00,11.9861,$42.15,30.00
861,30.0013.5008.50,300013500850(R),30.00,13.50,8.50,10.7604,$33.90,30.00
862,30.0013.5010.50,300013501050(S),30.00,13.50,10.50,11.9688,$41.79,30.00
863,30.0013.5013.50,300013501350(S),30.00,13.50,13.50,13.7813,$53.62,30.00
864,30.0014.0011.50,300014001150(S),30.00,14.00,11.50,12.8611,$47.41,30.00
865,30.0014.0012.50,300014001250(S),30.00,14.00,12.50,13.4722,$51.50,30.00
866,30.0014.5011.50,300014501150(S),30.00,14.50,11.50,13.1493,$49.09,30.00
867,30.0015.0012.00,300015001200(S),30.00,15.00,12.00,13.7500,$52.96,30.00
868,30.0016.0008.00,300016000800(S),30.00,16.00,8.00,11.7778,$37.80,30.00
869,30.0016.0010.00,300016001000(S),30.00,16.00,10.00,13.0556,$47.14,30.00
870,30.0016.0011.00,300016001100(S),30.00,16.00,11.00,13.6944,$51.81,30.00
871,30.0016.0012.50,300016001250(S),30.00,16.00,12.50,14.6528,$58.81,30.00
872,30.0016.0014.50,300016001450(T),30.00,16.00,14.50,15.9306,$68.14,30.00
873,30.0016.5004.50,300016500450(S),30.00,16.50,4.50,9.7813,$22.14,30.00
874,30.0017.0010.50,300017001050(S),30.00,17.00,10.50,13.9375,$52.54,30.00
875,30.0017.5014.00,300017501400(T),30.00,17.50,14.00,16.5278,$71.94,30.00
876,30.0018.5006.50,300018500650(S),30.00,18.50,6.50,12.0868,$35.59,30.00
877,30.0019.0010.50,300019001050(S),30.00,19.00,10.50,15.0625,$58.69,30.00
878,30.0019.0013.50,300019001350(S),30.00,19.00,13.50,17.1042,$75.30,30.00
879,30.0019.0014.00,300019001400(T),30.00,19.00,14.00,17.4444,$78.07,30.00
880,30.0019.0014.50,300019001450(T),30.00,19.00,14.50,17.7847,$80.84,30.00
881,30.0019.5004.50,300019500450(S),30.00,19.50,4.50,11.2188,$26.14,30.00
882,30.0019.5007.00,300019500700(S),30.00,19.50,7.00,12.9375,$40.34,30.00
883,30.0019.5011.00,300019501100(S),30.00,19.50,11.00,15.6875,$63.07,30.00
884,30.0019.5011.50,300019501150(S),30.00,19.50,11.50,16.0313,$65.91,30.00
885,30.0020.0005.00,300020000500(T),30.00,20.00,5.00,11.8056,$29.72,30.00
886,30.0020.0006.50,300020000650(T),30.00,20.00,6.50,12.8472,$38.46,30.00
887,30.0020.0008.00,300020000800(T),30.00,20.00,8.00,13.8889,$47.20,30.00
888,30.0020.0011.00,300020001100(T),30.00,20.00,11.00,15.9722,$64.68,30.00
889,30.0020.0012.00,300020001200(T),30.00,20.00,12.00,16.6667,$70.50,30.00
890,30.0020.0012.50,300020001250(T),30.00,20.00,12.50,17.0139,$73.42,30.00
891,30.0020.0013.00,300020001300(T),30.00,20.00,13.00,17.3611,$76.33,30.00
892,30.0020.0013.50,300020001350(T),30.00,20.00,13.50,17.7083,$79.24,30.00
893,30.0007.5006.50,300007500650(Q),30.00,7.50,6.50,6.5104,$14.54,30.00
894,30.0011.0008.00,300011000800(Q),30.00,11.00,8.00,9.1389,$26.06,30.00
895,30.0008.5004.50,300008500450(Q),30.00,8.50,4.50,5.9479,$11.47,30.00
896,30.0012.0008.00,300012000800(Q),30.00,12.00,8.00,9.6667,$28.41,30.00
897,30.0012.0004.00,300012000400(Q),30.00,12.00,4.00,7.3333,$14.38,30.00
898,30.0012.0012.00,300012001200(Q),30.00,12.00,12.00,12.0000,$42.44,30.00
899,30.0019.5006.00,300019500600(S),30.00,19.50,6.00,12.2500,$34.66,30.00
900,30.0011.5009.00,300011500900(Q),30.00,11.50,9.00,9.9792,$30.60,30.00
901,30.0011.5005.00,300011500500(Q),30.00,11.50,5.00,7.6736,$17.15,30.00
902,30.0019.0011.50,300019001150(S),30.00,19.00,11.50,15.7431,$64.23,30.00
903,30.0012.0004.50,300012000450(Q),30.00,12.00,4.50,7.6250,$16.13,30.00
904,30.0011.5004.00,300011500400(Q),30.00,11.50,4.00,7.0972,$13.79,30.00
905,30.0019.5014.00,300019501400(T),30.00,19.50,14.00,17.7500,$80.11,30.00
906,30.0011.0008.50,300011000850(Q),30.00,11.00,8.50,9.4236,$27.67,30.00
907,30.0012.5007.50,300012500750(R),30.00,12.50,7.50,9.6354,$27.76,30.00
908,30.0019.5006.50,300019500650(S),30.00,19.50,6.50,12.5938,$37.50,30.00
909,30.0019.5010.50,300019501050(S),30.00,19.50,10.50,15.3438,$60.23,30.00
910,30.0019.5013.00,300019501300(S),30.00,19.50,13.00,17.0625,$74.43,30.00
911,30.0011.0009.50,300011000950(Q),30.00,11.00,9.50,9.9931,$30.89,30.00
912,30.0016.5011.00,300016501100(S),30.00,16.50,11.00,13.9792,$53.41,30.00
913,30.0019.0012.50,300019001250(S),30.00,19.00,12.50,16.4236,$69.76,30.00
914,30.0018.0014.50,300018001450(T),30.00,18.00,14.50,17.1667,$76.60,30.00
915,30.0018.0013.00,300018001300(S),30.00,18.00,13.00,16.1667,$68.73,30.00
916,30.0017.0011.50,300017001150(S),30.00,17.00,11.50,14.5903,$57.50,30.00
917,30.0013.0011.50,300013001150(S),30.00,13.00,11.50,12.2847,$44.05,30.00
918,30.0019.5012.50,300019501250(S),30.00,19.50,12.50,16.7188,$71.59,30.00
919,30.0018.0011.00,300018001100(S),30.00,18.00,11.00,14.8333,$58.24,30.00
920,30.0019.0013.00,300019001300(S),30.00,19.00,13.00,16.7639,$72.53,30.00
921,30.0019.5013.50,300019501350(S),30.00,19.50,13.50,17.4063,$77.27,30.00
922,30.0017.5012.00,300017501200(S),30.00,17.50,12.00,15.2083,$61.73,30.00
923,30.0019.5012.00,300019501200(S),30.00,19.50,12.00,16.3750,$68.75,30.00
924,30.0017.0013.50,300017001350(S),30.00,17.00,13.50,15.8958,$67.42,30.00
925,30.0018.0013.50,300018001350(S),30.00,18.00,13.50,16.5000,$71.36,30.00
926,30.0020.0014.00,300020001400(T),30.00,20.00,14.00,18.0556,$82.16,30.00
927,30.0015.0010.00,300015001000(R),30.00,15.00,10.00,12.5000,$44.21,30.00
928,19.5013.2510.50,195013251050(E),19.50,13.25,10.50,8.3646,$26.71,30.00
929,20.0010.5004.00,200010500401(G),20.00,10.50,4.00,4.6111,$8.41,30.00
