Packsize Number,ID,Name,Length,Width,Height,Max Weight,Volume,Cost
695,26.0016.0004.00,260016000400(M),26,4,16,30,1664,16.5920977777778
696,26.0017.0011.50,260017001150(N),26,11.5,17,30,5083,49.8597761111111
697,26.0015.0011.50,260015001150(N),26,11.5,15,30,4485,44.0281194444444
698,26.0017.0013.50,260017001350(S),26,13.5,17,30,5967,58.4563072222222
699,26.0014.0008.50,260014000850(L),26,8.5,14,30,3094,30.4796644444444
700,26.0014.0014.00,260014001400(T),26,14,14,30,5096,49.9728133333333
701,26.0013.5006.50,260013500650(L),26,6.5,13.5,30,2281.5,22.5617130555556
702,26.0012.5006.50,260012500650(L),26,6.5,12.5,30,2112.5,20.9026458333333
703,26.0020.0011.50,260020001150(N),26,11.5,20,30,5980,58.6072611111111
704,26.0016.0011.50,260016001150(N),26,11.5,16,30,4784,46.9439477777778
705,26.0013.0011.50,260013001150(N),26,11.5,13,30,3887,38.1964627777778
706,26.0012.5005.00,260012500500(O),26,5,12.5,30,1625,16.151875
707,26.0015.0011.00,260015001100(M),26,11,15,30,4290,42.1303388888889
708,26.0013.0004.00,260013000400(O),26,4,13,30,1352,13.5000377777778
709,26.0017.0006.00,260017000600(N),26,6,17,30,2652,26.2193155555556
710,26.0014.0007.50,260014000750(L),26,7.5,14,30,2730,26.9354555555556
711,26.0018.5014.50,260018501450(T),26,14.5,18.5,30,6974.5,68.2594002777778
712,26.0019.0014.00,260019001400(T),26,14,19,30,6916,67.6938577777778
713,26.0019.0011.50,260019001150(N),26,11.5,19,30,5681,55.6914327777778
714,26.0014.5013.00,260014501300(S),26,13,14.5,30,4901,48.0750327777778
715,27.0015.0009.50,270015000950(R),27,9.5,15,30,3847.5,37.8330916666667
716,27.0013.5006.00,270013500600(R),27,6,13.5,30,2187,21.651435
717,27.0011.5009.00,270011500900(Q),27,9,11.5,30,2794.5,27.549785
718,27.0015.0010.50,270015001050(M),27,10.5,15,30,4252.5,41.774075
719,27.0014.0006.00,270014000600(R),27,6,14,30,2268,22.4475066666667
720,27.0017.0014.00,270017001400(T),27,14,17,30,6426,62.9275188888889
721,27.0015.5005.00,270015500500(M),27,5,15.5,30,2092.5,20.7642472222222
722,27.0013.5005.00,270013500500(O),27,5,13.5,30,1822.5,18.101925
723,27.0015.5012.50,270015501250(P),27,12.5,15.5,30,5231.25,51.3003055555556
724,27.0012.5006.50,270012500650(R),27,6.5,12.5,30,2193.75,21.7035555555556
725,27.0011.5005.50,270011500550(O),27,5.5,11.5,30,1707.75,16.9533755555556
726,27.0012.0006.00,270012000600(Q),27,6,12,30,1944,19.26322
727,27.0011.5007.00,270011500700(Q),27,7,11.5,30,2173.5,21.4946938888889
728,27.0018.0005.00,270018000500(N),27,5,18,30,2430,24.09215
729,27.0017.0011.50,270017001150(N),27,11.5,17,30,5278.5,51.7701494444444
730,27.0017.5011.50,270017501150(N),27,11.5,17.5,30,5433.75,53.2839222222222
731,27.0012.5008.00,270012500800(R),27,8,12.5,30,2700,26.6363472222222
732,27.0013.0011.50,270013001150(N),27,11.5,13,30,4036.5,39.6599672222222
733,27.0010.5008.50,270010500850(Q),27,8.5,10.5,30,2409.75,23.7914133333333
734,27.0012.5004.00,270012500400(O),27,4,12.5,30,1350,13.4822361111111
735,27.0008.0005.00,270008000500(O),27,5,8,30,1080,10.7805388888889
736,27.0015.0012.00,270015001200(N),27,12,15,30,4860,47.68555
737,27.0018.0013.50,270018001350(S),27,13.5,18,30,6561,64.245555
738,27.0015.5011.50,270015501150(N),27,11.5,15.5,30,4812.75,47.2288311111111
739,27.0015.0008.00,270015000800(R),27,8,15,30,3240,31.9216166666667
740,27.0011.5004.00,270011500400(O),27,4,11.5,30,1242,12.4120572222222
741,27.0012.0008.00,270012000800(Q),27,8,12,30,2592,25.5792933333333
742,27.0015.0005.50,270015000550(R),27,5.5,15,30,2227.5,22.0691583333333
743,27.0010.5004.00,270010500400(O),27,4,10.5,30,1134,11.3418783333333
744,27.0012.0004.00,270012000400(O),27,4,12,30,1296,12.9471466666667
745,27.0019.0011.00,270019001100(N),27,11,19,30,5643,55.3327844444444
746,27.0020.0012.00,270020001200(N),27,12,20,30,6480,63.4757333333333
747,27.0011.5008.00,270011500800(Q),27,8,11.5,30,2484,24.5222394444444
748,27.0015.5014.50,270015501450(T),27,14.5,15.5,30,6068.25,59.4432544444444
749,27.0012.5008.50,270012500850(R),27,8.5,12.5,30,2868.75,28.2806111111111
750,27.0011.5004.50,270011500450(O),27,4.5,11.5,30,1397.25,13.92583
751,27.0012.5006.00,270012500600(R),27,6,12.5,30,2025,20.0592916666667
752,27.0017.5013.00,270017501300(S),27,13,17.5,30,6142.5,60.1740805555555
753,27.0009.0009.00,270009000900(Q),27,9,9,30,2187,21.61206
754,27.0009.0004.50,270009000450(O),27,4.5,9,30,1093.5,10.924155
755,27.0018.0014.50,270018001450(T),27,14.5,18,30,7047,68.969485
756,27.0019.0013.00,270019001300(S),27,13,19,30,6669,65.3026088888889
757,27.0016.0011.00,270016001100(M),27,11,16,30,4752,46.6416211111111
758,28.0016.5011.50,280016501150(N),28,11.5,16.5,30,5313,52.1108913888889
759,28.0016.5012.00,280016501200(N),28,12,16.5,30,5544,54.3570533333333
760,28.0016.5014.00,280016501400(T),28,14,16.5,30,6468,63.3417011111111
761,28.0017.0013.50,280017001350(S),28,13.5,17,30,6426,62.9357827777778
762,28.0018.0010.00,280018001000(N),28,10,18,30,5040,49.4724222222222
763,28.0010.0010.00,280010001000(Q),28,10,10,30,2800,27.6056666666667
764,28.0010.5008.00,280010500800(Q),28,8,10.5,30,2352,23.2350377777778
765,28.0019.5012.50,280019501250(P),28,12.5,19.5,30,6825,66.8328402777778
766,28.0019.5010.00,280019501000(N),28,10,19.5,30,5460,53.5724388888889
767,28.0010.5007.50,280010500750(Q),28,7.5,10.5,30,2205,21.8007125
768,28.0011.5006.00,280011500600(Q),28,6,11.5,30,1932,19.1486322222222
769,28.0019.5011.50,280019501150(N),28,11.5,19.5,30,6279,61.5286797222222
770,28.0012.5008.00,280012500800(R),28,8,12.5,30,2800,27.6192777777778
771,28.0015.5012.00,280015501200(N),28,12,15.5,30,5208,51.0824844444444
772,28.0019.5007.50,280019500750(N),28,7.5,19.5,30,4095,40.3120375
773,28.0013.5006.00,280013500600(R),28,6,13.5,30,2268,22.4504233333333
774,28.0015.0011.50,280015001150(N),28,11.5,15,30,4830,47.4019972222222
775,28.0013.5011.50,280013501150(N),28,11.5,13.5,30,4347,42.6931030555556
776,28.0015.0004.00,280015000400(R),28,4,15,30,1680,16.7539555555556
777,28.0012.5006.50,280012500650(R),28,6.5,12.5,30,2275,22.5044652777778
778,28.0019.5009.50,280019500950(N),28,9.5,19.5,30,5187,50.9203586111111
779,28.0016.0012.00,280016001200(N),28,12,16,30,5376,52.7197688888889
780,28.0014.5012.00,280014501200(N),28,12,14.5,30,4872,47.8079155555556
781,28.0014.5006.00,280014500600(R),28,6,14.5,30,2436,24.1013188888889
782,28.0012.5007.50,280012500750(R),28,7.5,12.5,30,2625,25.9143402777778
783,28.0014.0012.50,280014001250(P),28,12.5,14,30,4900,48.0785277777778
784,28.0019.0010.00,280019001000(N),28,10,19,30,5320,52.2057666666667
785,28.0017.0014.00,280017001400(T),28,14,17,30,6664,65.2495977777778
786,28.0011.5004.50,280011500450(O),28,4.5,11.5,30,1449,14.4397380555556
787,28.0011.5008.00,280011500800(Q),28,8,11.5,30,2576,25.4271577777778
788,28.0016.0011.50,280016001150(N),28,11.5,16,30,5152,50.54126
789,28.0014.5009.00,280014500900(R),28,9,14.5,30,3654,35.9546172222222
790,28.0012.5011.00,280012501100(N),28,11,12.5,30,3850,37.8489027777778
791,28.0012.5006.00,280012500600(R),28,6,12.5,30,2100,20.7995277777778
792,28.0011.5005.00,280011500500(O),28,5,11.5,30,1610,16.0093694444444
793,28.0020.0012.00,280020001200(N),28,12,20,30,6720,65.8180444444444
794,28.0020.0014.00,280020001400(T),28,14,20,30,7840,76.6969777777778
795,28.0018.5012.50,280018501250(P),28,12.5,18.5,30,6475,63.4229652777778
796,28.0012.5012.50,280012501250(P),28,12.5,12.5,30,4375,42.9637152777778
797,28.0018.5013.50,280018501350(S),28,13.5,18.5,30,6993,68.4565136111111
798,28.0020.0013.00,280020001300(T),28,13,20,30,7280,71.2575111111111
799,28.0019.5012.00,280019501200(N),28,12,19.5,30,6552,64.18076
800,28.0020.0011.00,280020001100(N),28,11,20,30,6160,60.3785777777778
801,28.0016.0014.00,280016001400(T),28,14,16,30,6272,61.4338044444444
802,29.0011.5004.00,290011500400(O),29,4,11.5,30,1334,13.3281561111111
803,29.0012.5004.00,290012500400(O),29,4,12.5,30,1450,14.4773194444444
804,29.0012.5005.00,290012500500(O),29,5,12.5,30,1812.5,18.0085416666667
805,29.0013.5005.50,290013500550(O),29,5.5,13.5,30,2153.25,21.3436794444444
806,29.0014.5009.00,290014500900(R),29,9,14.5,30,3784.5,37.2341794444444
807,29.0016.0014.50,290016001450(T),29,14.5,16,30,6728,65.8761261111111
808,29.0020.0011.00,290020001100(P),29,11,20,30,6380,62.5273166666667
809,29.0017.0012.00,290017001200(P),29,12,17,30,5916,57.9870522222222
810,29.0012.5011.00,290012501100(P),29,11,12.5,30,3987.5,39.195875
811,29.0011.5005.50,290011500550(O),29,5.5,11.5,30,1834.25,18.2046261111111
812,29.0013.0011.00,290013001100(P),29,11,13,30,4147,40.7513044444444
813,29.0019.5013.50,290019501350(S),29,13.5,19.5,30,7634.25,74.7041816666667
814,29.0014.5004.00,290014500400(O),29,4,14.5,30,1682,16.7756461111111
815,29.0019.5012.00,290019501200(P),29,12,19.5,30,6786,66.464805
816,29.0011.5004.50,290011500450(O),29,4.5,11.5,30,1500.75,14.9536461111111
817,29.0011.5006.00,290011500600(Q),29,6,11.5,30,2001,19.8301161111111
818,29.0012.0006.50,290012000650(Q),29,6.5,12,30,2262,22.3804905555556
819,29.0015.5012.50,290015501250(P),29,12.5,15.5,30,5618.75,55.086375
820,29.0011.5005.00,290011500500(O),29,5,11.5,30,1667.5,16.5791361111111
821,29.0013.5011.50,290013501150(P),29,11.5,13.5,30,4502.25,44.2124661111111
822,29.0018.5005.00,290018500500(P),29,5,18.5,30,2682.5,26.584975
823,29.0018.5009.50,290018500950(P),29,9.5,18.5,30,5096.75,50.042015
824,29.0013.5008.00,290013500800(R),29,8,13.5,30,3132,30.8723405555556
825,29.0020.0005.50,290020000550(P),29,5.5,20,30,3190,31.5456027777778
826,29.0015.0011.00,290015001100(P),29,11,15,30,4785,46.9730222222222
827,29.0018.0013.50,290018001350(S),29,13.5,18,30,7047,68.986985
828,29.0015.0011.50,290015001150(P),29,11.5,15,30,5002.5,49.0889361111111
829,29.0016.0013.50,290016001350(S),29,13.5,16,30,6264,61.3640561111111
830,29.0014.5010.50,290014501050(P),29,10.5,14.5,30,4415.25,43.3717394444444
831,29.0013.0010.00,290013001000(R),29,10,13,30,3770,37.0799611111111
832,29.0013.0010.50,290013001050(P),29,10.5,13,30,3958.5,38.9156327777778
833,29.0013.0004.50,290013000450(O),29,4.5,13,30,1696.5,16.8875727777778
834,29.0015.5013.50,290015501350(S),29,13.5,15.5,30,6068.25,59.4583238888889
835,29.0014.5007.00,290014500700(R),29,7,14.5,30,2943.5,29.0507661111111
836,29.0014.5005.50,290014500550(O),29,5.5,14.5,30,2312.75,22.9132061111111
837,29.0014.5004.50,290014500450(O),29,4.5,14.5,30,1892.25,18.8214994444444
838,29.0016.0014.00,290016001400(T),29,14,16,30,6496,63.6200911111111
839,29.0019.0013.50,290019001350(S),29,13.5,19,30,7438.5,72.7984494444444
840,29.0020.0012.50,290020001250(P),29,12.5,20,30,7250,70.976875
841,29.0016.5013.50,290016501350(S),29,13.5,16.5,30,6459.75,63.2697883333333
842,29.0019.5012.50,290019501250(P),29,12.5,19.5,30,7068.75,69.2112638888889
843,29.0018.0014.50,290018001450(T),29,14.5,18,30,7569,74.0595394444445
844,30.0010.0004.50,300010000450(Q),30,4.5,10,30,1350,13.4671666666667
845,30.0010.0009.00,300010000900(Q),30,9,10,30,2700,26.6426666666667
846,30.0011.5004.50,300011500450(Q),30,4.5,11.5,30,1552.5,15.4675541666667
847,30.0011.5006.00,300011500600(Q),30,6,11.5,30,2070,20.5116
848,30.0011.5007.00,300011500700(Q),30,7,11.5,30,2415,23.8742972222222
849,30.0011.5007.50,300011500750(Q),30,7.5,11.5,30,2587.5,25.5556458333333
850,30.0011.5009.50,300011500950(Q),30,9.5,11.5,30,3277.5,32.2810402777778
851,30.0012.0007.00,300012000700(Q),30,7,12,30,2520,24.9034333333333
852,30.0012.0007.50,300012000750(Q),30,7.5,12,30,2700,26.65725
853,30.0012.5005.00,300012500500(R),30,5,12.5,30,1875,18.6274305555556
854,30.0012.5005.50,300012500550(R),30,5.5,12.5,30,2062.5,20.4537152777778
855,30.0012.5008.00,300012500800(R),30,8,12.5,30,3000,29.5851388888889
856,30.0012.5010.00,300012501000(R),30,10,12.5,30,3750,36.8902777777778
857,30.0013.0004.00,300013000400(R),30,4,13,30,1560,15.5691888888889
858,30.0013.0005.50,300013000550(R),30,5.5,13,30,2145,21.2654472222222
859,30.0013.0010.00,300013001000(R),30,10,13,30,3900,38.3542222222222
860,30.0013.0011.00,300013001100(S),30,11,13,30,4290,42.1517277777778
861,30.0013.5008.50,300013500850(R),30,8.5,13.5,30,3442.5,33.9045041666667
862,30.0013.5010.50,300013501050(S),30,10.5,13.5,30,4252.5,41.7893875
863,30.0013.5013.50,300013501350(S),30,13.5,13.5,30,5467.5,53.6167125
864,30.0014.0011.50,300014001150(S),30,11.5,14,30,4830,47.4131777777778
865,30.0014.0012.50,300014001250(S),30,12.5,14,30,5250,51.5005555555556
866,30.0014.5011.50,300014501150(S),30,11.5,14.5,30,5002.5,49.0945263888889
867,30.0015.0012.00,300015001200(S),30,12,15,30,5400,52.9645
868,30.0016.0008.00,300016000800(S),30,8,16,30,3840,37.8036444444444
869,30.0016.0010.00,300016001000(S),30,10,16,30,4800,47.1378888888889
870,30.0016.0011.00,300016001100(S),30,11,16,30,5280,51.8050111111111
871,30.0016.0012.50,300016001250(S),30,12.5,16,30,6000,58.8056944444444
872,30.0016.0014.50,300016001450(T),30,14.5,16,30,6960,68.1399388888889
873,30.0016.5004.50,300016500450(S),30,4.5,16.5,30,2227.5,22.1355125
874,30.0017.0010.50,300017001050(S),30,10.5,17,30,5355,52.544275
875,30.0017.5014.00,300017501400(T),30,14,17.5,30,7350,71.9374444444445
876,30.0018.5006.50,300018500650(S),30,6.5,18.5,30,3607.5,35.5863013888889
877,30.0019.0010.50,300019001050(S),30,10.5,19,30,5985,58.689925
878,30.0019.0013.50,300019001350(S),30,13.5,19,30,7695,75.3001416666667
879,30.0019.0014.00,300019001400(T),30,14,19,30,7980,78.0685111111111
880,30.0019.0014.50,300019001450(T),30,14.5,19,30,8265,80.8368805555556
881,30.0019.5004.50,300019500450(S),30,4.5,19.5,30,2632.5,26.1362875
882,30.0019.5007.00,300019500700(S),30,7,19.5,30,4095,40.340475
883,30.0019.5011.00,300019501100(S),30,11,19.5,30,6435,63.067175
884,30.0019.5011.50,300019501150(S),30,11.5,19.5,30,6727.5,65.9080125
885,30.0020.0005.00,300020000500(T),30,5,20,30,3000,29.7163888888889
886,30.0020.0006.50,300020000650(T),30,6.5,20,30,3900,38.4563055555556
887,30.0020.0008.00,300020000800(T),30,8,20,30,4800,47.1962222222222
888,30.0020.0011.00,300020001100(T),30,11,20,30,6600,64.6760555555555
889,30.0020.0012.00,300020001200(T),30,12,20,30,7200,70.5026666666667
890,30.0020.0012.50,300020001250(T),30,12.5,20,30,7500,73.4159722222222
891,30.0020.0013.00,300020001300(T),30,13,20,30,7800,76.3292777777778
892,30.0020.0013.50,300020001350(T),30,13.5,20,30,8100,79.2425833333333
893,30.0007.5006.50,300007500650(Q),30,6.5,7.5,30,1462.5,14.5396041666667
894,30.0011.0008.00,300011000800(Q),30,8,11,30,2640,26.0629222222222
895,30.0008.5004.50,300008500450(Q),30,4.5,8.5,30,1147.5,11.4667791666667
896,30.0012.0008.00,300012000800(Q),30,8,12,30,2880,28.4110666666667
897,30.0012.0004.00,300012000400(Q),30,4,12,30,1440,14.3805333333333
898,30.0012.0012.00,300012001200(Q),30,12,12,30,4320,42.4416
899,30.0019.5006.00,300019500600(S),30,6,19.5,30,3510,34.6588
900,30.0011.5009.00,300011500900(Q),30,9,11.5,30,3105,30.5996916666667
901,30.0011.5005.00,300011500500(Q),30,5,11.5,30,1725,17.1489027777778
902,30.0019.0011.50,300019001150(S),30,11.5,19,30,6555,64.2266638888889
903,30.0012.0004.50,300012000450(Q),30,4.5,12,30,1620,16.13435
904,30.0011.5004.00,300011500400(Q),30,4,11.5,30,1380,13.7862055555556
905,30.0019.5014.00,300019501400(T),30,14,19.5,30,8190,80.1122
906,30.0011.0008.50,300011000850(Q),30,8.5,11,30,2805,27.6718027777778
907,30.0012.5007.50,300012500750(R),30,7.5,12.5,30,2812.5,27.7588541666667
908,30.0019.5006.50,300019500650(S),30,6.5,19.5,30,3802.5,37.4996375
909,30.0019.5010.50,300019501050(S),30,10.5,19.5,30,6142.5,60.2263375
910,30.0019.5013.00,300019501300(S),30,13,19.5,30,7605,74.430525
911,30.0011.0009.50,300011000950(Q),30,9.5,11,30,3135,30.8895638888889
912,30.0016.5011.00,300016501100(S),30,11,16.5,30,5445,53.4138916666667
913,30.0019.0012.50,300019001250(S),30,12.5,19,30,7125,69.7634027777778
914,30.0018.0014.50,300018001450(T),30,14.5,18,30,7830,76.6045666666667
915,30.0018.0013.00,300018001300(S),30,13,18,30,7020,68.7342666666667
916,30.0017.0011.50,300017001150(S),30,11.5,17,30,5865,57.5012694444444
917,30.0013.0011.50,300013001150(S),30,11.5,13,30,4485,44.0504805555556
918,30.0019.5012.50,300019501250(S),30,12.5,19.5,30,7312.5,71.5896875
919,30.0018.0011.00,300018001100(S),30,11,18,30,5940,58.2405333333333
920,30.0019.0013.00,300019001300(S),30,13,19,30,7410,72.5317722222222
921,30.0019.5013.50,300019501350(S),30,13.5,19.5,30,7897.5,77.2713625
922,30.0017.5012.00,300017501200(S),30,12,17.5,30,6300,61.7335833333333
923,30.0019.5012.00,300019501200(S),30,12,19.5,30,7020,68.74885
924,30.0017.0013.50,300017001350(S),30,13.5,17,30,6885,67.4152583333333
925,30.0018.0013.50,300018001350(S),30,13.5,18,30,7290,71.3577
926,30.0020.0014.00,300020001400(T),30,14,20,30,8400,82.1558888888889
927,30.0015.0010.00,300015001000(R),30,10,15,30,4500,44.21
928,19.5013.2510.50,195013251050(E),19.5,10.5,13.25,30,2712.9375,26.7111089583333
929,20.0010.5004.00,200010500401(G),20,4,10.5,30,840,8.41197777777778
930,20.7510.1004.00,207510100401(G),20.75,4,10.1,30,838.3,8.39655469444444
931,25.2507.0004.00,252507000401(O),25.25,4,7,30,707,7.10566694444444
932,23.2007.0004.00,232007000401(K),23.2,4,7,30,649.6,6.53098133333333
933,20.2507.0004.00,202507000401(G),20.25,4,7,30,567,5.70399472222222
934,17.0013.0004.00,170013000401(K),17,4,13,30,884,8.84444777777778
935,15.4111.96.0536,154111960536(F),15.41,5.36,11.96,30,987.867296,9.83497422714667
936,29.5814.3013.52,29.5814.3013.52(T),29.58,13.52,14.3,30,5718.87888,56.0608260032889
937,16.5111.5105.16,16.5111.5105.16(F),16.51,5.16,11.51,30,980.555316,9.76806617919111
938,18.2014.5603.69,18.2014.5603.69(F),18.2,3.69,14.56,30,977.82048,9.79156883351111
